HAX54_000001-T1	IPR018545
HAX54_033202-T1	IPR003656
HAX54_033204-T1	IPR002100
HAX54_033205-T1	IPR000823
HAX54_033205-T1	IPR002016
HAX54_033206-T1	IPR002528
HAX54_033207-T1	IPR006461
HAX54_033209-T1	IPR003340
HAX54_033211-T1	IPR003175
HAX54_033212-T1	IPR000994
HAX54_033212-T1	IPR001714
HAX54_033212-T1	IPR002467
HAX54_033213-T1	IPR002641
HAX54_033214-T1	IPR006595
HAX54_033214-T1	IPR024964
HAX54_033215-T1	IPR001878
HAX54_033215-T1	IPR025558
HAX54_033216-T1	IPR001611
HAX54_033216-T1	IPR013210
HAX54_033225-T1	IPR000261
HAX54_033225-T1	IPR002048
HAX54_033237-T1	IPR022742
HAX54_033242-T1	IPR001841
HAX54_033244-T1	IPR001650
HAX54_033244-T1	IPR001841
HAX54_033244-T1	IPR002867
HAX54_033244-T1	IPR007502
HAX54_033244-T1	IPR011545
HAX54_033244-T1	IPR011709
HAX54_033244-T1	IPR014001
HAX54_033244-T1	IPR018957
HAX54_033245-T1	IPR000422
HAX54_033245-T1	IPR000926
HAX54_033245-T1	IPR032677
HAX54_033246-T1	IPR001898
HAX54_033247-T1	IPR001898
HAX54_033248-T1	IPR001898
HAX54_033249-T1	IPR000047
HAX54_033249-T1	IPR001356
HAX54_033249-T1	IPR003106
HAX54_033250-T1	IPR006501
HAX54_033251-T1	IPR020683
HAX54_033251-T1	IPR026961
HAX54_033252-T1	IPR000535
HAX54_033252-T1	IPR005135
HAX54_033254-T1	IPR008511
HAX54_033255-T1	IPR001005
HAX54_033255-T1	IPR017930
HAX54_033256-T1	IPR006153
HAX54_033257-T1	IPR025322
HAX54_033259-T1	IPR001932
HAX54_033263-T1	IPR000642
HAX54_033263-T1	IPR003959
HAX54_033263-T1	IPR005936
HAX54_033263-T1	IPR011546
HAX54_033263-T1	IPR041569
HAX54_033264-T1	IPR003657
HAX54_033265-T1	IPR001765
HAX54_033266-T1	IPR003854
HAX54_033267-T1	IPR001128
HAX54_033267-T1	IPR002401
HAX54_033277-T1	IPR001356
HAX54_033277-T1	IPR005539
HAX54_033277-T1	IPR005540
HAX54_033277-T1	IPR005541
HAX54_033277-T1	IPR008422
HAX54_033279-T1	IPR000270
HAX54_033279-T1	IPR000719
HAX54_033279-T1	IPR001245
HAX54_033281-T1	IPR001841
HAX54_033288-T1	IPR019024
HAX54_033288-T1	IPR041195
HAX54_033289-T1	IPR004127
HAX54_033290-T1	IPR002885
HAX54_033292-T1	IPR002182
HAX54_033292-T1	IPR021929
HAX54_033298-T1	IPR001594
HAX54_033299-T1	IPR018930
HAX54_033300-T1	IPR009769
HAX54_033301-T1	IPR003657
HAX54_033303-T1	IPR002182
HAX54_033303-T1	IPR021929
HAX54_033305-T1	IPR002182
HAX54_033306-T1	IPR021929
HAX54_033307-T1	IPR040911
HAX54_033309-T1	IPR002182
HAX54_033310-T1	IPR021929
HAX54_033314-T1	IPR021929
HAX54_033315-T1	IPR021929
HAX54_033316-T1	IPR021929
HAX54_033317-T1	IPR021929
HAX54_033318-T1	IPR001611
HAX54_033319-T1	IPR021929
HAX54_033320-T1	IPR002182
HAX54_033322-T1	IPR002182
HAX54_033322-T1	IPR021929
HAX54_033325-T1	IPR002182
HAX54_033325-T1	IPR021929
HAX54_033326-T1	IPR021929
HAX54_033327-T1	IPR021929
HAX54_033328-T1	IPR002182
HAX54_033329-T1	IPR040911
HAX54_033330-T1	IPR001680
HAX54_033330-T1	IPR017986
HAX54_033331-T1	IPR005527
HAX54_033332-T1	IPR004864
HAX54_033334-T1	IPR003734
HAX54_033335-T1	IPR002182
HAX54_033335-T1	IPR021929
HAX54_033336-T1	IPR007493
HAX54_033340-T1	IPR008581
HAX54_033341-T1	IPR008581
HAX54_033342-T1	IPR008581
HAX54_033344-T1	IPR002885
HAX54_033345-T1	IPR001943
HAX54_033345-T1	IPR011722
HAX54_033346-T1	IPR001251
HAX54_033346-T1	IPR002589
HAX54_033348-T1	IPR002110
HAX54_033348-T1	IPR020683
HAX54_033351-T1	IPR001611
HAX54_033351-T1	IPR013210
HAX54_033352-T1	IPR001611
HAX54_033352-T1	IPR013210
HAX54_033356-T1	IPR001891
HAX54_033356-T1	IPR012301
HAX54_033356-T1	IPR012302
HAX54_033357-T1	IPR001005
HAX54_033357-T1	IPR001878
HAX54_033357-T1	IPR006447
HAX54_033357-T1	IPR017930
HAX54_033359-T1	IPR003653
HAX54_033360-T1	IPR005175
HAX54_033362-T1	IPR005123
HAX54_033362-T1	IPR026992
HAX54_033363-T1	IPR008146
HAX54_033363-T1	IPR008147
HAX54_033364-T1	IPR001461
HAX54_033364-T1	IPR032799
HAX54_033364-T1	IPR032861
HAX54_033364-T1	IPR033121
HAX54_033365-T1	IPR000594
HAX54_033370-T1	IPR001087
HAX54_033382-T1	IPR005519
HAX54_033391-T1	IPR001841
HAX54_033391-T1	IPR039525
HAX54_033393-T1	IPR001697
HAX54_033393-T1	IPR015793
HAX54_033393-T1	IPR015795
HAX54_033398-T1	IPR014720
HAX54_033401-T1	IPR000109
HAX54_033407-T1	IPR001985
HAX54_033411-T1	IPR006918
HAX54_033413-T1	IPR001870
HAX54_033413-T1	IPR003877
HAX54_033413-T1	IPR019474
HAX54_033416-T1	IPR000719
HAX54_033416-T1	IPR001245
HAX54_033418-T1	IPR001375
HAX54_033419-T1	IPR002885
HAX54_033420-T1	IPR002885
HAX54_033422-T1	IPR000719
HAX54_033423-T1	IPR000719
HAX54_033423-T1	IPR004041
HAX54_033423-T1	IPR018451
HAX54_033425-T1	IPR002156
HAX54_033428-T1	IPR000569
HAX54_033429-T1	IPR000569
HAX54_033430-T1	IPR000048
HAX54_033431-T1	IPR001128
HAX54_033436-T1	IPR000246
HAX54_033437-T1	IPR005002
HAX54_033437-T1	IPR006379
HAX54_033439-T1	IPR000719
HAX54_033439-T1	IPR001611
HAX54_033439-T1	IPR013210
HAX54_033440-T1	IPR007832
HAX54_033441-T1	IPR001734
HAX54_033442-T1	IPR002680
HAX54_033447-T1	IPR013087
HAX54_033449-T1	IPR006773
HAX54_033449-T1	IPR032368
HAX54_033457-T1	IPR018501
HAX54_033457-T1	IPR018866
HAX54_033457-T1	IPR028942
HAX54_033463-T1	IPR025558
HAX54_033465-T1	IPR006628
HAX54_033467-T1	IPR001611
HAX54_033471-T1	IPR000182
HAX54_033482-T1	IPR001280
HAX54_033483-T1	IPR000685
HAX54_033483-T1	IPR017443
HAX54_033489-T1	IPR004883
HAX54_033492-T1	IPR018108
HAX54_033493-T1	IPR001059
HAX54_033493-T1	IPR013185
HAX54_033494-T1	IPR005886
HAX54_033494-T1	IPR016040
HAX54_033503-T1	IPR000719
HAX54_033505-T1	IPR003676
HAX54_033506-T1	IPR003676
HAX54_033507-T1	IPR002885
HAX54_033507-T1	IPR031595
HAX54_033507-T1	IPR033443
HAX54_033511-T1	IPR000242
HAX54_033511-T1	IPR000387
HAX54_033512-T1	IPR000504
HAX54_033512-T1	IPR008111
HAX54_033513-T1	IPR007700
HAX54_033513-T1	IPR021864
HAX54_033514-T1	IPR005989
HAX54_033515-T1	IPR001841
HAX54_033517-T1	IPR000757
HAX54_033517-T1	IPR010713
HAX54_033520-T1	IPR003657
HAX54_033522-T1	IPR001806
HAX54_033522-T1	IPR005225
HAX54_033523-T1	IPR000182
HAX54_033523-T1	IPR013562
HAX54_033523-T1	IPR027992
HAX54_033524-T1	IPR013026
HAX54_033524-T1	IPR019734
HAX54_033525-T1	IPR004843
HAX54_033525-T1	IPR015914
HAX54_033525-T1	IPR025733
HAX54_033526-T1	IPR001810
HAX54_033528-T1	IPR013823
HAX54_033529-T1	IPR002885
HAX54_033530-T1	IPR005225
HAX54_033530-T1	IPR006689
HAX54_033531-T1	IPR002325
HAX54_033531-T1	IPR024094
HAX54_033535-T1	IPR002156
HAX54_033541-T1	IPR004843
HAX54_033541-T1	IPR006186
HAX54_033544-T1	IPR010341
HAX54_033545-T1	IPR000719
HAX54_033547-T1	IPR012417
HAX54_033549-T1	IPR002885
HAX54_033550-T1	IPR001270
HAX54_033550-T1	IPR003959
HAX54_033550-T1	IPR004176
HAX54_033550-T1	IPR017730
HAX54_033550-T1	IPR019489
HAX54_033550-T1	IPR041546
HAX54_033551-T1	IPR000626
HAX54_033551-T1	IPR039540
HAX54_033552-T1	IPR002495
HAX54_033553-T1	IPR002885
HAX54_033554-T1	IPR013087
HAX54_033555-T1	IPR001732
HAX54_033555-T1	IPR014026
HAX54_033555-T1	IPR014027
HAX54_033555-T1	IPR017476
HAX54_033556-T1	IPR007863
HAX54_033556-T1	IPR011765
HAX54_033557-T1	IPR000873
HAX54_033557-T1	IPR025110
HAX54_033558-T1	IPR007679
HAX54_033559-T1	IPR007679
HAX54_033560-T1	IPR003582
HAX54_033560-T1	IPR005123
HAX54_033563-T1	IPR000719
HAX54_033563-T1	IPR001245
HAX54_033563-T1	IPR001611
HAX54_033563-T1	IPR013210
HAX54_033564-T1	IPR000073
HAX54_033567-T1	IPR000719
HAX54_033569-T1	IPR003959
HAX54_033569-T1	IPR041569
HAX54_033570-T1	IPR001810
HAX54_033570-T1	IPR017451
HAX54_033571-T1	IPR001568
HAX54_033572-T1	IPR004648
HAX54_033572-T1	IPR004813
HAX54_033573-T1	IPR004813
HAX54_033574-T1	IPR004910
HAX54_033574-T1	IPR034751
HAX54_033575-T1	IPR000719
HAX54_033577-T1	IPR001012
HAX54_033578-T1	IPR007529
HAX54_033579-T1	IPR020966
HAX54_033580-T1	IPR011598
HAX54_033580-T1	IPR025610
HAX54_033581-T1	IPR000719
HAX54_033586-T1	IPR001005
HAX54_033586-T1	IPR006447
HAX54_033586-T1	IPR017930
HAX54_033587-T1	IPR002618
HAX54_033588-T1	IPR000225
HAX54_033588-T1	IPR003613
HAX54_033597-T1	IPR011545
HAX54_033597-T1	IPR014001
HAX54_033602-T1	IPR000760
HAX54_033603-T1	IPR007736
HAX54_033604-T1	IPR005519
HAX54_033604-T1	IPR010028
HAX54_033605-T1	IPR000218
HAX54_033606-T1	IPR041118
HAX54_033607-T1	IPR001214
HAX54_033607-T1	IPR007728
HAX54_033607-T1	IPR018848
HAX54_033608-T1	IPR021916
HAX54_033609-T1	IPR010402
HAX54_033610-T1	IPR001680
HAX54_033610-T1	IPR003613
HAX54_033610-T1	IPR013915
HAX54_033610-T1	IPR017986
HAX54_033611-T1	IPR006571
HAX54_033612-T1	IPR001810
HAX54_033613-T1	IPR002885
HAX54_033614-T1	IPR002902
HAX54_033615-T1	IPR002182
HAX54_033616-T1	IPR041118
HAX54_033618-T1	IPR010102
HAX54_033618-T1	IPR015590
HAX54_033620-T1	IPR000916
HAX54_033620-T1	IPR024949
HAX54_033628-T1	IPR000719
HAX54_033628-T1	IPR001245
HAX54_033629-T1	IPR000996
HAX54_033633-T1	IPR000640
HAX54_033633-T1	IPR005517
HAX54_033634-T1	IPR001841
HAX54_033635-T1	IPR002067
HAX54_033635-T1	IPR002167
HAX54_033635-T1	IPR018108
HAX54_033638-T1	IPR001891
HAX54_033638-T1	IPR012301
HAX54_033638-T1	IPR012302
HAX54_033639-T1	IPR001223
HAX54_033640-T1	IPR002902
HAX54_033642-T1	IPR002068
HAX54_033643-T1	IPR001005
HAX54_033643-T1	IPR017930
HAX54_033646-T1	IPR027329
HAX54_033647-T1	IPR001005
HAX54_033647-T1	IPR001789
HAX54_033647-T1	IPR006447
HAX54_033651-T1	IPR041101
HAX54_033651-T1	IPR041567
HAX54_033656-T1	IPR013538
HAX54_033656-T1	IPR015310
HAX54_033657-T1	IPR013766
HAX54_033658-T1	IPR001841
HAX54_033659-T1	IPR000823
HAX54_033659-T1	IPR002016
HAX54_033660-T1	IPR007120
HAX54_033660-T1	IPR007641
HAX54_033660-T1	IPR007642
HAX54_033660-T1	IPR007644
HAX54_033660-T1	IPR007645
HAX54_033660-T1	IPR007646
HAX54_033660-T1	IPR007647
HAX54_033661-T1	IPR001929
HAX54_033661-T1	IPR006045
HAX54_033662-T1	IPR001929
HAX54_033662-T1	IPR006045
HAX54_033663-T1	IPR024253
HAX54_033664-T1	IPR001929
HAX54_033664-T1	IPR006045
HAX54_033665-T1	IPR001932
HAX54_033666-T1	IPR018808
HAX54_033666-T1	IPR028565
HAX54_033667-T1	IPR005513
HAX54_033669-T1	IPR013846
HAX54_033671-T1	IPR002048
HAX54_033672-T1	IPR004864
HAX54_033674-T1	IPR000719
HAX54_033675-T1	IPR000719
HAX54_033675-T1	IPR001245
HAX54_033678-T1	IPR027007
HAX54_033680-T1	IPR010703
HAX54_033680-T1	IPR027357
HAX54_033681-T1	IPR003653
HAX54_033684-T1	IPR020057
HAX54_033684-T1	IPR029751
HAX54_033695-T1	IPR002893
HAX54_033698-T1	IPR000620
HAX54_033701-T1	IPR011717
HAX54_033701-T1	IPR013026
HAX54_033701-T1	IPR019734
HAX54_033707-T1	IPR001906
HAX54_033707-T1	IPR005630
HAX54_033708-T1	IPR012001
HAX54_033710-T1	IPR017887
HAX54_033711-T1	IPR000048
HAX54_033712-T1	IPR002048
HAX54_033712-T1	IPR004837
HAX54_033713-T1	IPR001320
HAX54_033713-T1	IPR001638
HAX54_033713-T1	IPR001828
HAX54_033714-T1	IPR000823
HAX54_033714-T1	IPR002016
HAX54_033717-T1	IPR001135
HAX54_033725-T1	IPR005841
HAX54_033725-T1	IPR005845
HAX54_033725-T1	IPR005846
HAX54_033726-T1	IPR001005
HAX54_033726-T1	IPR017930
HAX54_033727-T1	IPR002133
HAX54_033727-T1	IPR022628
HAX54_033727-T1	IPR022629
HAX54_033727-T1	IPR022630
HAX54_033728-T1	IPR006121
HAX54_033729-T1	IPR013149
HAX54_033729-T1	IPR013154
HAX54_033730-T1	IPR010325
HAX54_033730-T1	IPR029411
HAX54_033730-T1	IPR029413
HAX54_033731-T1	IPR010325
HAX54_033731-T1	IPR029411
HAX54_033731-T1	IPR029413
HAX54_033732-T1	IPR010325
HAX54_033732-T1	IPR029411
HAX54_033732-T1	IPR029413
HAX54_033733-T1	IPR010325
HAX54_033733-T1	IPR029411
HAX54_033733-T1	IPR029413
HAX54_033734-T1	IPR004045
HAX54_033734-T1	IPR010987
HAX54_033735-T1	IPR000092
HAX54_033735-T1	IPR001611
HAX54_033736-T1	IPR001611
HAX54_033736-T1	IPR013210
HAX54_033737-T1	IPR000863
HAX54_033738-T1	IPR000863
HAX54_033739-T1	IPR008630
HAX54_033740-T1	IPR040780
HAX54_033741-T1	IPR000717
HAX54_033741-T1	IPR040773
HAX54_033741-T1	IPR040780
HAX54_033742-T1	IPR000904
HAX54_033742-T1	IPR032691
HAX54_033743-T1	IPR007705
HAX54_033745-T1	IPR000719
HAX54_033745-T1	IPR001245
HAX54_033745-T1	IPR002110
HAX54_033745-T1	IPR020683
HAX54_033748-T1	IPR002213
HAX54_033755-T1	IPR000504
HAX54_033755-T1	IPR002004
HAX54_033755-T1	IPR006515
HAX54_033756-T1	IPR008587
HAX54_033757-T1	IPR004255
HAX54_033757-T1	IPR009721
HAX54_033758-T1	IPR002935
HAX54_033763-T1	IPR003676
HAX54_033765-T1	IPR001805
HAX54_033765-T1	IPR011611
HAX54_033768-T1	IPR000943
HAX54_033768-T1	IPR007624
HAX54_033768-T1	IPR007627
HAX54_033768-T1	IPR007630
HAX54_033768-T1	IPR014284
HAX54_033769-T1	IPR002213
HAX54_033770-T1	IPR001464
HAX54_033770-T1	IPR018502
HAX54_033771-T1	IPR005493
HAX54_033771-T1	IPR010203
HAX54_033773-T1	IPR000719
HAX54_033773-T1	IPR004147
HAX54_033775-T1	IPR014977
HAX54_033775-T1	IPR014978
HAX54_033777-T1	IPR007789
HAX54_033781-T1	IPR002769
HAX54_033786-T1	IPR002100
HAX54_033786-T1	IPR002487
HAX54_033787-T1	IPR000408
HAX54_033788-T1	IPR005519
HAX54_033788-T1	IPR010028
HAX54_033791-T1	IPR017930
HAX54_033793-T1	IPR002068
HAX54_033794-T1	IPR014030
HAX54_033794-T1	IPR014031
HAX54_033795-T1	IPR006501
HAX54_033797-T1	IPR003676
HAX54_033798-T1	IPR003676
HAX54_033799-T1	IPR001878
HAX54_033800-T1	IPR002022
HAX54_033800-T1	IPR007524
HAX54_033800-T1	IPR018082
HAX54_033801-T1	IPR006046
HAX54_033801-T1	IPR006047
HAX54_033801-T1	IPR012850
HAX54_033802-T1	IPR009770
HAX54_033803-T1	IPR000719
HAX54_033806-T1	IPR025312
HAX54_033808-T1	IPR006456
HAX54_033809-T1	IPR041101
HAX54_033812-T1	IPR005645
HAX54_033814-T1	IPR000727
HAX54_033815-T1	IPR007657
HAX54_033816-T1	IPR001260
HAX54_033818-T1	IPR001931
HAX54_033819-T1	IPR001931
HAX54_033820-T1	IPR013657
HAX54_033821-T1	IPR008217
HAX54_033822-T1	IPR001214
HAX54_033823-T1	IPR004331
HAX54_033824-T1	IPR011701
HAX54_033825-T1	IPR016300
HAX54_033825-T1	IPR025723
HAX54_033827-T1	IPR015221
HAX54_033828-T1	IPR017887
HAX54_033829-T1	IPR000008
HAX54_033829-T1	IPR001736
HAX54_033829-T1	IPR024632
HAX54_033830-T1	IPR000209
HAX54_033830-T1	IPR015500
HAX54_033831-T1	IPR041469
HAX54_033832-T1	IPR000209
HAX54_033832-T1	IPR015500
HAX54_033833-T1	IPR001890
HAX54_033836-T1	IPR002048
HAX54_033836-T1	IPR002123
HAX54_033837-T1	IPR000008
HAX54_033840-T1	IPR002885
HAX54_033848-T1	IPR016040
HAX54_033855-T1	IPR001375
HAX54_033859-T1	IPR013111
HAX54_033862-T1	IPR006091
HAX54_033862-T1	IPR009075
HAX54_033862-T1	IPR013786
HAX54_033865-T1	IPR002661
HAX54_033865-T1	IPR023584
HAX54_033867-T1	IPR001117
HAX54_033867-T1	IPR011706
HAX54_033867-T1	IPR011707
HAX54_033867-T1	IPR017761
HAX54_033869-T1	IPR000719
HAX54_033869-T1	IPR001220
HAX54_033869-T1	IPR001245
HAX54_033870-T1	IPR001650
HAX54_033870-T1	IPR007502
HAX54_033870-T1	IPR011709
HAX54_033870-T1	IPR014001
HAX54_033871-T1	IPR000719
HAX54_033871-T1	IPR001220
HAX54_033872-T1	IPR004367
HAX54_033872-T1	IPR006671
HAX54_033873-T1	IPR001680
HAX54_033873-T1	IPR006594
HAX54_033873-T1	IPR017986
HAX54_033873-T1	IPR020472
HAX54_033878-T1	IPR001623
HAX54_033881-T1	IPR001680
HAX54_033881-T1	IPR017986
HAX54_033881-T1	IPR020472
HAX54_033882-T1	IPR001356
HAX54_033883-T1	IPR000668
HAX54_033883-T1	IPR013201
HAX54_033888-T1	IPR018946
HAX54_033891-T1	IPR000719
HAX54_033891-T1	IPR004147
HAX54_033893-T1	IPR000863
HAX54_033897-T1	IPR008468
HAX54_033897-T1	IPR032563
HAX54_033898-T1	IPR001075
HAX54_033899-T1	IPR001154
HAX54_033899-T1	IPR002205
HAX54_033899-T1	IPR003594
HAX54_033899-T1	IPR006171
HAX54_033899-T1	IPR013506
HAX54_033899-T1	IPR031660
HAX54_033900-T1	IPR004082
HAX54_033900-T1	IPR032535
HAX54_033900-T1	IPR032881
HAX54_033902-T1	IPR001179
HAX54_033902-T1	IPR013026
HAX54_033902-T1	IPR019734
HAX54_033903-T1	IPR001932
HAX54_033906-T1	IPR025558
HAX54_033907-T1	IPR004176
HAX54_033918-T1	IPR000490
HAX54_033919-T1	IPR015425
HAX54_033920-T1	IPR002885
HAX54_033920-T1	IPR032867
HAX54_033921-T1	IPR013216
HAX54_033922-T1	IPR000795
HAX54_033923-T1	IPR024741
HAX54_033924-T1	IPR027246
HAX54_033925-T1	IPR005756
HAX54_033929-T1	IPR002921
HAX54_033930-T1	IPR000330
HAX54_033930-T1	IPR001650
HAX54_033930-T1	IPR014001
HAX54_033930-T1	IPR015194
HAX54_033930-T1	IPR015195
HAX54_033930-T1	IPR017884
HAX54_033931-T1	IPR000719
HAX54_033932-T1	IPR000719
HAX54_033933-T1	IPR001818
HAX54_033933-T1	IPR002477
HAX54_033933-T1	IPR021190
HAX54_033937-T1	IPR000719
HAX54_033946-T1	IPR001932
HAX54_033951-T1	IPR009880
HAX54_033951-T1	IPR015202
HAX54_033952-T1	IPR001841
HAX54_033952-T1	IPR018957
HAX54_033953-T1	IPR004131
HAX54_033954-T1	IPR003099
HAX54_033956-T1	IPR005123
HAX54_033958-T1	IPR011701
HAX54_033958-T1	IPR020846
HAX54_033959-T1	IPR005199
HAX54_033961-T1	IPR006594
HAX54_033962-T1	IPR008502
HAX54_033964-T1	IPR023577
HAX54_033967-T1	IPR001789
HAX54_033967-T1	IPR006447
HAX54_033968-T1	IPR001128
HAX54_033968-T1	IPR002401
HAX54_033970-T1	IPR002871
HAX54_033971-T1	IPR001841
HAX54_033972-T1	IPR001594
HAX54_033972-T1	IPR002110
HAX54_033972-T1	IPR020683
HAX54_033973-T1	IPR001611
HAX54_033974-T1	IPR000270
HAX54_033974-T1	IPR013026
HAX54_033974-T1	IPR019734
HAX54_033975-T1	IPR003338
HAX54_033975-T1	IPR003959
HAX54_033975-T1	IPR004201
HAX54_033975-T1	IPR005938
HAX54_033975-T1	IPR041569
HAX54_033976-T1	IPR012913
HAX54_033977-T1	IPR000626
HAX54_033977-T1	IPR015940
HAX54_033984-T1	IPR002222
HAX54_033987-T1	IPR000270
HAX54_033987-T1	IPR033389
HAX54_033991-T1	IPR000640
HAX54_033991-T1	IPR000795
HAX54_033991-T1	IPR004161
HAX54_033991-T1	IPR005225
HAX54_033991-T1	IPR005517
HAX54_033991-T1	IPR041095
HAX54_033996-T1	IPR006939
HAX54_034002-T1	IPR015425
HAX54_034006-T1	IPR000484
HAX54_034007-T1	IPR001471
HAX54_034009-T1	IPR005717
HAX54_034009-T1	IPR023798
HAX54_034021-T1	IPR003959
HAX54_034021-T1	IPR008543
HAX54_034022-T1	IPR008543
HAX54_034023-T1	IPR008543
HAX54_034026-T1	IPR000484
HAX54_034029-T1	IPR000194
HAX54_034029-T1	IPR007081
HAX54_034030-T1	IPR007645
HAX54_034035-T1	IPR000932
HAX54_034038-T1	IPR001280
HAX54_034043-T1	IPR017443
HAX54_034049-T1	IPR000836
HAX54_034049-T1	IPR005904
HAX54_034052-T1	IPR003029
HAX54_034058-T1	IPR001680
HAX54_034058-T1	IPR013934
HAX54_034058-T1	IPR017986
HAX54_034058-T1	IPR020472
HAX54_034059-T1	IPR011761
HAX54_034059-T1	IPR040464
HAX54_034059-T1	IPR041429
HAX54_034060-T1	IPR000182
HAX54_034061-T1	IPR013026
HAX54_034062-T1	IPR000719
HAX54_034064-T1	IPR000504
HAX54_034065-T1	IPR002048
HAX54_034066-T1	IPR003347
HAX54_034066-T1	IPR003349
HAX54_034068-T1	IPR003347
HAX54_034071-T1	IPR002014
HAX54_034071-T1	IPR004152
HAX54_034072-T1	IPR040911
HAX54_034074-T1	IPR005150
HAX54_034075-T1	IPR000873
HAX54_034075-T1	IPR025110
HAX54_034076-T1	IPR003959
HAX54_034076-T1	IPR021911
HAX54_034077-T1	IPR019401
HAX54_034078-T1	IPR002885
HAX54_034078-T1	IPR033443
HAX54_034079-T1	IPR004883
HAX54_034081-T1	IPR000719
HAX54_034082-T1	IPR002641
HAX54_034083-T1	IPR002641
HAX54_034085-T1	IPR011598
HAX54_034091-T1	IPR005135
HAX54_034094-T1	IPR005178
HAX54_034095-T1	IPR002048
HAX54_034096-T1	IPR000922
HAX54_034096-T1	IPR001944
HAX54_034096-T1	IPR031330
HAX54_034096-T1	IPR041392
HAX54_034097-T1	IPR013149
HAX54_034097-T1	IPR013154
HAX54_034097-T1	IPR014189
HAX54_034098-T1	IPR009646
HAX54_034099-T1	IPR003154
HAX54_034100-T1	IPR023753
HAX54_034102-T1	IPR000760
HAX54_034104-T1	IPR007273
HAX54_034105-T1	IPR007273
HAX54_034110-T1	IPR001789
HAX54_034110-T1	IPR010402
HAX54_034118-T1	IPR003653
HAX54_034122-T1	IPR016061
HAX54_034123-T1	IPR002314
HAX54_034123-T1	IPR002316
HAX54_034123-T1	IPR004154
HAX54_034123-T1	IPR004499
HAX54_034123-T1	IPR006195
HAX54_034125-T1	IPR007573
HAX54_034127-T1	IPR028144
HAX54_034128-T1	IPR009836
HAX54_034130-T1	IPR001104
HAX54_034130-T1	IPR010721
HAX54_034131-T1	IPR005018
HAX54_034131-T1	IPR006593
HAX54_034134-T1	IPR002130
HAX54_034139-T1	IPR013216
HAX54_034140-T1	IPR003480
HAX54_034142-T1	IPR001932
HAX54_034145-T1	IPR001075
HAX54_034146-T1	IPR013094
HAX54_034152-T1	IPR000490
HAX54_034152-T1	IPR012946
HAX54_034180-T1	IPR006073
HAX54_034181-T1	IPR007877
HAX54_034183-T1	IPR002048
HAX54_034185-T1	IPR000061
HAX54_034185-T1	IPR011666
HAX54_034186-T1	IPR003958
HAX54_034187-T1	IPR006460
HAX54_034188-T1	IPR001752
HAX54_034189-T1	IPR011545
HAX54_034189-T1	IPR014001
HAX54_034191-T1	IPR022003
HAX54_034192-T1	IPR012442
HAX54_034193-T1	IPR003821
HAX54_034193-T1	IPR013512
HAX54_034193-T1	IPR013644
HAX54_034193-T1	IPR026877
HAX54_034194-T1	IPR006785
HAX54_034195-T1	IPR013026
HAX54_034195-T1	IPR019734
HAX54_034197-T1	IPR000719
HAX54_034197-T1	IPR001245
HAX54_034199-T1	IPR004895
HAX54_034200-T1	IPR001580
HAX54_034201-T1	IPR023631
HAX54_034202-T1	IPR002885
HAX54_034203-T1	IPR002912
HAX54_034205-T1	IPR000873
HAX54_034205-T1	IPR025110
HAX54_034207-T1	IPR004158
HAX54_034208-T1	IPR004158
HAX54_034209-T1	IPR001128
HAX54_034209-T1	IPR002401
HAX54_034210-T1	IPR001128
HAX54_034210-T1	IPR002401
HAX54_034215-T1	IPR002347
HAX54_034217-T1	IPR002885
HAX54_034218-T1	IPR002885
HAX54_034220-T1	IPR006045
HAX54_034221-T1	IPR006044
HAX54_034221-T1	IPR006045
HAX54_034224-T1	IPR004252
HAX54_034226-T1	IPR011598
HAX54_034227-T1	IPR002885
HAX54_034228-T1	IPR032801
HAX54_034229-T1	IPR000225
HAX54_034229-T1	IPR003613
HAX54_034230-T1	IPR002092
HAX54_034230-T1	IPR029262
HAX54_034231-T1	IPR001404
HAX54_034231-T1	IPR003594
HAX54_034231-T1	IPR020575
HAX54_034232-T1	IPR022742
HAX54_034233-T1	IPR002213
HAX54_034234-T1	IPR001753
HAX54_034235-T1	IPR001753
HAX54_034236-T1	IPR001753
HAX54_034237-T1	IPR004873
HAX54_034238-T1	IPR002885
HAX54_034239-T1	IPR005019
HAX54_034240-T1	IPR000403
HAX54_034247-T1	IPR000484
HAX54_034248-T1	IPR002213
HAX54_034249-T1	IPR002213
HAX54_034250-T1	IPR002213
HAX54_034256-T1	IPR001128
HAX54_034256-T1	IPR002401
HAX54_034257-T1	IPR002885
HAX54_034257-T1	IPR032867
HAX54_034260-T1	IPR004305
HAX54_034261-T1	IPR004305
HAX54_034262-T1	IPR004274
HAX54_034262-T1	IPR011948
HAX54_034264-T1	IPR002048
HAX54_034267-T1	IPR004468
HAX54_034267-T1	IPR017456
HAX54_034267-T1	IPR017926
HAX54_034271-T1	IPR005018
HAX54_034271-T1	IPR006593
HAX54_034275-T1	IPR001611
HAX54_034276-T1	IPR001087
HAX54_034277-T1	IPR001471
HAX54_034281-T1	IPR002498
HAX54_034283-T1	IPR001841
HAX54_034284-T1	IPR003959
HAX54_034284-T1	IPR005937
HAX54_034284-T1	IPR041569
HAX54_034285-T1	IPR000719
HAX54_034285-T1	IPR001245
HAX54_034285-T1	IPR001611
HAX54_034285-T1	IPR013210
HAX54_034291-T1	IPR000408
HAX54_034291-T1	IPR002110
