HAX54_000001-T1	PF09405
HAX54_022147-T1	PF07993
HAX54_022148-T1	PF07993
HAX54_022151-T1	PF00069
HAX54_022156-T1	PF06870
HAX54_022157-T1	PF00173
HAX54_022157-T1	PF00174
HAX54_022157-T1	PF00175
HAX54_022157-T1	PF00970
HAX54_022157-T1	PF03404
HAX54_022159-T1	PF07714
HAX54_022166-T1	PF00646
HAX54_022166-T1	PF01344
HAX54_022168-T1	PF02704
HAX54_022169-T1	PF05542
HAX54_022170-T1	PF03321
HAX54_022171-T1	PF00046
HAX54_022171-T1	PF00628
HAX54_022172-T1	PF04176
HAX54_022175-T1	PF14498
HAX54_022180-T1	PF00294
HAX54_022183-T1	PF01529
HAX54_022184-T1	PF10248
HAX54_022185-T1	PF00400
HAX54_022187-T1	PF03168
HAX54_022188-T1	PF00072
HAX54_022188-T1	PF06203
HAX54_022192-T1	PF01253
HAX54_022193-T1	PF00069
HAX54_022193-T1	PF13499
HAX54_022194-T1	PF02338
HAX54_022196-T1	PF01095
HAX54_022196-T1	PF04043
HAX54_022203-T1	PF00153
HAX54_022205-T1	PF05063
HAX54_022207-T1	PF00348
HAX54_022209-T1	PF00179
HAX54_022210-T1	PF05687
HAX54_022211-T1	PF03352
HAX54_022212-T1	PF05648
HAX54_022214-T1	PF00759
HAX54_022216-T1	PF00025
HAX54_022217-T1	PF00378
HAX54_022218-T1	PF02469
HAX54_022220-T1	PF00076
HAX54_022221-T1	PF05739
HAX54_022221-T1	PF14523
HAX54_022224-T1	PF00854
HAX54_022228-T1	PF02779
HAX54_022228-T1	PF02780
HAX54_022228-T1	PF13292
HAX54_022232-T1	PF00831
HAX54_022233-T1	PF00403
HAX54_022234-T1	PF03018
HAX54_022235-T1	PF00153
HAX54_022236-T1	PF00583
HAX54_022237-T1	PF01015
HAX54_022238-T1	PF03790
HAX54_022238-T1	PF03791
HAX54_022241-T1	PF00501
HAX54_022241-T1	PF13193
HAX54_022243-T1	PF01582
HAX54_022244-T1	PF00125
HAX54_022246-T1	PF00891
HAX54_022246-T1	PF08100
HAX54_022252-T1	PF13639
HAX54_022254-T1	PF00481
HAX54_022257-T1	PF00891
HAX54_022257-T1	PF08100
HAX54_022268-T1	PF00082
HAX54_022268-T1	PF17766
HAX54_022270-T1	PF00082
HAX54_022277-T1	PF00124
HAX54_022281-T1	PF04998
HAX54_022282-T1	PF04560
HAX54_022283-T1	PF00562
HAX54_022287-T1	PF00124
HAX54_022288-T1	PF00421
HAX54_022290-T1	PF00223
HAX54_022294-T1	PF00847
HAX54_022297-T1	PF13499
HAX54_022298-T1	PF00847
HAX54_022305-T1	PF02365
HAX54_022306-T1	PF13867
HAX54_022307-T1	PF02847
HAX54_022307-T1	PF02854
HAX54_022308-T1	PF04678
HAX54_022309-T1	PF01553
HAX54_022309-T1	PF16076
HAX54_022311-T1	PF01501
HAX54_022313-T1	PF01535
HAX54_022313-T1	PF12854
HAX54_022313-T1	PF13041
HAX54_022314-T1	PF12315
HAX54_022315-T1	PF00412
HAX54_022316-T1	PF05920
HAX54_022316-T1	PF07526
HAX54_022317-T1	PF03372
HAX54_022318-T1	PF00646
HAX54_022318-T1	PF08387
HAX54_022319-T1	PF00380
HAX54_022320-T1	PF00097
HAX54_022320-T1	PF01485
HAX54_022321-T1	PF04765
HAX54_022322-T1	PF03350
HAX54_022332-T1	PF04788
HAX54_022335-T1	PF14226
HAX54_022339-T1	PF12357
HAX54_022340-T1	PF00168
HAX54_022340-T1	PF00614
HAX54_022342-T1	PF00069
HAX54_022342-T1	PF03822
HAX54_022345-T1	PF02536
HAX54_022346-T1	PF14683
HAX54_022347-T1	PF06045
HAX54_022347-T1	PF14686
HAX54_022348-T1	PF06045
HAX54_022348-T1	PF14683
HAX54_022348-T1	PF14686
HAX54_022351-T1	PF08268
HAX54_022352-T1	PF00285
HAX54_022354-T1	PF02496
HAX54_022357-T1	PF04427
HAX54_022360-T1	PF01095
HAX54_022361-T1	PF01105
HAX54_022362-T1	PF03283
HAX54_022363-T1	PF00112
HAX54_022363-T1	PF08246
HAX54_022368-T1	PF02902
HAX54_022370-T1	PF00069
HAX54_022372-T1	PF01172
HAX54_022372-T1	PF09377
HAX54_022395-T1	PF00010
HAX54_022395-T1	PF14215
HAX54_022399-T1	PF03798
HAX54_022401-T1	PF04535
HAX54_022402-T1	PF03106
HAX54_022404-T1	PF13041
HAX54_022404-T1	PF13812
HAX54_022407-T1	PF09778
HAX54_022408-T1	PF01397
HAX54_022408-T1	PF03936
HAX54_022411-T1	PF00856
HAX54_022411-T1	PF16135
HAX54_022412-T1	PF17808
HAX54_022413-T1	PF16656
HAX54_022414-T1	PF00149
HAX54_022414-T1	PF14008
HAX54_022415-T1	PF00628
HAX54_022415-T1	PF01426
HAX54_022417-T1	PF00916
HAX54_022423-T1	PF01764
HAX54_022424-T1	PF01764
HAX54_022425-T1	PF01764
HAX54_022426-T1	PF00112
HAX54_022427-T1	PF00112
HAX54_022427-T1	PF08246
HAX54_022428-T1	PF05659
HAX54_022429-T1	PF13839
HAX54_022429-T1	PF14416
HAX54_022433-T1	PF17863
HAX54_022434-T1	PF00293
HAX54_022436-T1	PF00293
HAX54_022437-T1	PF03634
HAX54_022438-T1	PF00612
HAX54_022440-T1	PF05918
HAX54_022442-T1	PF00657
HAX54_022443-T1	PF00657
HAX54_022446-T1	PF16113
HAX54_022447-T1	PF16113
HAX54_022448-T1	PF00249
HAX54_022448-T1	PF14379
HAX54_022449-T1	PF02535
HAX54_022450-T1	PF00931
HAX54_022450-T1	PF12061
HAX54_022453-T1	PF07707
HAX54_022454-T1	PF05743
HAX54_022454-T1	PF09454
HAX54_022455-T1	PF08159
HAX54_022460-T1	PF00067
HAX54_022461-T1	PF00067
HAX54_022462-T1	PF00134
HAX54_022463-T1	PF10497
HAX54_022464-T1	PF05678
HAX54_022465-T1	PF16040
HAX54_022465-T1	PF16041
HAX54_022466-T1	PF00067
HAX54_022469-T1	PF09177
HAX54_022471-T1	PF04117
HAX54_022473-T1	PF13639
HAX54_022474-T1	PF02428
HAX54_022475-T1	PF00808
HAX54_022477-T1	PF00642
HAX54_022480-T1	PF03171
HAX54_022482-T1	PF06775
HAX54_022483-T1	PF00293
HAX54_022490-T1	PF07992
HAX54_022491-T1	PF11250
HAX54_022492-T1	PF00226
HAX54_022493-T1	PF00149
HAX54_022493-T1	PF07646
HAX54_022493-T1	PF13415
HAX54_022493-T1	PF13418
HAX54_022494-T1	PF01926
HAX54_022496-T1	PF01103
HAX54_022497-T1	PF00069
HAX54_022497-T1	PF08263
HAX54_022497-T1	PF13855
HAX54_022498-T1	PF00179
HAX54_022499-T1	PF04588
HAX54_022505-T1	PF05890
HAX54_022506-T1	PF00145
HAX54_022510-T1	PF00153
HAX54_022511-T1	PF00612
HAX54_022511-T1	PF01833
HAX54_022511-T1	PF12796
HAX54_022512-T1	PF03859
HAX54_022525-T1	PF04782
HAX54_022527-T1	PF01152
HAX54_022534-T1	PF01152
HAX54_022535-T1	PF00830
HAX54_022536-T1	PF13917
HAX54_022539-T1	PF03657
HAX54_022539-T1	PF17833
HAX54_022548-T1	PF00520
HAX54_022548-T1	PF11834
HAX54_022549-T1	PF00082
HAX54_022549-T1	PF02225
HAX54_022549-T1	PF05922
HAX54_022549-T1	PF17766
HAX54_022555-T1	PF00069
HAX54_022555-T1	PF13855
HAX54_022557-T1	PF00004
HAX54_022559-T1	PF00654
HAX54_022560-T1	PF00654
HAX54_022561-T1	PF00544
HAX54_022562-T1	PF00847
HAX54_022571-T1	PF04100
HAX54_022572-T1	PF15365
HAX54_022575-T1	PF12874
HAX54_022577-T1	PF05758
HAX54_022585-T1	PF13943
HAX54_022586-T1	PF02309
HAX54_022587-T1	PF05699
HAX54_022590-T1	PF00010
HAX54_022592-T1	PF02089
HAX54_022593-T1	PF00295
HAX54_022597-T1	PF05903
HAX54_022598-T1	PF04502
HAX54_022599-T1	PF00293
HAX54_022599-T1	PF18290
HAX54_022600-T1	PF00122
HAX54_022600-T1	PF00690
HAX54_022600-T1	PF00702
HAX54_022601-T1	PF00847
HAX54_022602-T1	PF03171
HAX54_022602-T1	PF14226
HAX54_022603-T1	PF01513
HAX54_022608-T1	PF07890
HAX54_022614-T1	PF09331
HAX54_022615-T1	PF02705
HAX54_022617-T1	PF00076
HAX54_022617-T1	PF00098
HAX54_022618-T1	PF01650
HAX54_022621-T1	PF17830
HAX54_022622-T1	PF00679
HAX54_022622-T1	PF03764
HAX54_022622-T1	PF14492
HAX54_022623-T1	PF00009
HAX54_022623-T1	PF03144
HAX54_022626-T1	PF04142
HAX54_022627-T1	PF04142
HAX54_022628-T1	PF03000
HAX54_022629-T1	PF00071
HAX54_022631-T1	PF07986
HAX54_022632-T1	PF00249
HAX54_022637-T1	PF17181
HAX54_022639-T1	PF00069
HAX54_022639-T1	PF13499
HAX54_022643-T1	PF01657
HAX54_022644-T1	PF00069
HAX54_022644-T1	PF08263
HAX54_022644-T1	PF13855
HAX54_022645-T1	PF06200
HAX54_022645-T1	PF09425
HAX54_022646-T1	PF00025
HAX54_022647-T1	PF00249
HAX54_022650-T1	PF00332
HAX54_022650-T1	PF07983
HAX54_022652-T1	PF00332
HAX54_022652-T1	PF07983
HAX54_022653-T1	PF03080
HAX54_022655-T1	PF00962
HAX54_022656-T1	PF00962
HAX54_022660-T1	PF12697
HAX54_022661-T1	PF00875
HAX54_022677-T1	PF02178
HAX54_022678-T1	PF01554
HAX54_022679-T1	PF00071
HAX54_022680-T1	PF00046
HAX54_022680-T1	PF01852
HAX54_022682-T1	PF00542
HAX54_022682-T1	PF16320
HAX54_022688-T1	PF00504
HAX54_022691-T1	PF00582
HAX54_022692-T1	PF03151
HAX54_022694-T1	PF10191
HAX54_022697-T1	PF00069
HAX54_022697-T1	PF13855
HAX54_022701-T1	PF03547
HAX54_022702-T1	PF02970
HAX54_022703-T1	PF02874
HAX54_022704-T1	PF00004
HAX54_022704-T1	PF16725
HAX54_022704-T1	PF17862
HAX54_022705-T1	PF00232
HAX54_022707-T1	PF00232
HAX54_022708-T1	PF00232
HAX54_022713-T1	PF00226
HAX54_022713-T1	PF14237
HAX54_022717-T1	PF00657
HAX54_022721-T1	PF00538
HAX54_022723-T1	PF01764
HAX54_022727-T1	PF01333
HAX54_022727-T1	PF16639
HAX54_022728-T1	PF00562
HAX54_022730-T1	PF00155
HAX54_022731-T1	PF02458
HAX54_022732-T1	PF00954
HAX54_022732-T1	PF01453
HAX54_022732-T1	PF07714
HAX54_022732-T1	PF08276
HAX54_022738-T1	PF02458
HAX54_022741-T1	PF02458
HAX54_022742-T1	PF00134
HAX54_022742-T1	PF02984
HAX54_022743-T1	PF02391
HAX54_022744-T1	PF03171
HAX54_022745-T1	PF00069
HAX54_022745-T1	PF13499
HAX54_022748-T1	PF00152
HAX54_022748-T1	PF01336
HAX54_022749-T1	PF02770
HAX54_022749-T1	PF02771
HAX54_022751-T1	PF12937
HAX54_022754-T1	PF02770
HAX54_022754-T1	PF02771
HAX54_022755-T1	PF02383
HAX54_022756-T1	PF13839
HAX54_022756-T1	PF14416
HAX54_022760-T1	PF00641
HAX54_022761-T1	PF03486
HAX54_022762-T1	PF01145
HAX54_022763-T1	PF01459
HAX54_022764-T1	PF13966
HAX54_022768-T1	PF00416
HAX54_022769-T1	PF00069
HAX54_022769-T1	PF01453
HAX54_022770-T1	PF00069
HAX54_022770-T1	PF00954
HAX54_022770-T1	PF01453
HAX54_022773-T1	PF00225
HAX54_022774-T1	PF05340
HAX54_022776-T1	PF00854
HAX54_022777-T1	PF00394
HAX54_022778-T1	PF00249
HAX54_022779-T1	PF00933
HAX54_022779-T1	PF01915
HAX54_022781-T1	PF11493
HAX54_022783-T1	PF07714
HAX54_022785-T1	PF00067
HAX54_022787-T1	PF03151
HAX54_022788-T1	PF13921
HAX54_022790-T1	PF09079
HAX54_022790-T1	PF13401
HAX54_022790-T1	PF17872
HAX54_022799-T1	PF00564
HAX54_022801-T1	PF00439
HAX54_022801-T1	PF17035
HAX54_022805-T1	PF00012
HAX54_022806-T1	PF04144
HAX54_022808-T1	PF09805
HAX54_022809-T1	PF07887
HAX54_022813-T1	PF00510
HAX54_022822-T1	PF01344
HAX54_022822-T1	PF13418
HAX54_022824-T1	PF04733
HAX54_022825-T1	PF16363
HAX54_022826-T1	PF01535
HAX54_022826-T1	PF13812
HAX54_022829-T1	PF02833
HAX54_022832-T1	PF04852
HAX54_022833-T1	PF01535
HAX54_022833-T1	PF13041
HAX54_022834-T1	PF00557
HAX54_022836-T1	PF05195
HAX54_022848-T1	PF00069
HAX54_022858-T1	PF00957
HAX54_022858-T1	PF13774
HAX54_022859-T1	PF01871
HAX54_022860-T1	PF10159
HAX54_022862-T1	PF14299
HAX54_022865-T1	PF01535
HAX54_022865-T1	PF12854
HAX54_022865-T1	PF13041
HAX54_022865-T1	PF14432
HAX54_022867-T1	PF13520
HAX54_022867-T1	PF13906
HAX54_022869-T1	PF02485
HAX54_022871-T1	PF00400
HAX54_022872-T1	PF00069
HAX54_022872-T1	PF08263
HAX54_022872-T1	PF13855
HAX54_022876-T1	PF00013
HAX54_022876-T1	PF00076
HAX54_022876-T1	PF16275
HAX54_022877-T1	PF00249
HAX54_022878-T1	PF00076
HAX54_022880-T1	PF00856
HAX54_022881-T1	PF01131
HAX54_022881-T1	PF01396
HAX54_022881-T1	PF01751
HAX54_022881-T1	PF13368
HAX54_022882-T1	PF01535
HAX54_022882-T1	PF13041
HAX54_022882-T1	PF14432
HAX54_022883-T1	PF02485
HAX54_022884-T1	PF03473
HAX54_022884-T1	PF03476
HAX54_022885-T1	PF16860
HAX54_022886-T1	PF01535
HAX54_022886-T1	PF13041
HAX54_022887-T1	PF13520
HAX54_022887-T1	PF13906
HAX54_022888-T1	PF09139
HAX54_022889-T1	PF00702
HAX54_022890-T1	PF01472
HAX54_022890-T1	PF01509
HAX54_022890-T1	PF08068
HAX54_022890-T1	PF16198
HAX54_022891-T1	PF02458
HAX54_022892-T1	PF02458
HAX54_022893-T1	PF02458
HAX54_022894-T1	PF02458
HAX54_022895-T1	PF01073
HAX54_022896-T1	PF00083
HAX54_022897-T1	PF00227
HAX54_022897-T1	PF10584
HAX54_022899-T1	PF00201
HAX54_022900-T1	PF03715
HAX54_022901-T1	PF00646
HAX54_022902-T1	PF01926
HAX54_022902-T1	PF07650
HAX54_022903-T1	PF10513
HAX54_022904-T1	PF15963
HAX54_022907-T1	PF06432
HAX54_022908-T1	PF02535
HAX54_022909-T1	PF14826
HAX54_022910-T1	PF04970
HAX54_022911-T1	PF03169
HAX54_022912-T1	PF02458
HAX54_022916-T1	PF01535
HAX54_022916-T1	PF13041
HAX54_022917-T1	PF00646
HAX54_022917-T1	PF07734
HAX54_022922-T1	PF02458
HAX54_022923-T1	PF07734
HAX54_022924-T1	PF04012
HAX54_022925-T1	PF00173
HAX54_022927-T1	PF01535
HAX54_022927-T1	PF13041
HAX54_022928-T1	PF00069
HAX54_022928-T1	PF08263
HAX54_022930-T1	PF14309
HAX54_022930-T1	PF14383
HAX54_022931-T1	PF04367
HAX54_022932-T1	PF10502
HAX54_022933-T1	PF07714
HAX54_022934-T1	PF08263
HAX54_022936-T1	PF04844
HAX54_022940-T1	PF10250
HAX54_022944-T1	PF00462
HAX54_022945-T1	PF01569
HAX54_022946-T1	PF03015
HAX54_022946-T1	PF07993
HAX54_022950-T1	PF00928
HAX54_022957-T1	PF03141
HAX54_022959-T1	PF11955
HAX54_022960-T1	PF12799
HAX54_022960-T1	PF13855
HAX54_022966-T1	PF00244
HAX54_022969-T1	PF01344
HAX54_022973-T1	PF00847
HAX54_022977-T1	PF16363
HAX54_022980-T1	PF12552
HAX54_022980-T1	PF14309
HAX54_022980-T1	PF14383
HAX54_022981-T1	PF00276
HAX54_022981-T1	PF03939
HAX54_022982-T1	PF01535
HAX54_022982-T1	PF12854
HAX54_022982-T1	PF13041
HAX54_022984-T1	PF00847
HAX54_022986-T1	PF04484
HAX54_022988-T1	PF00122
HAX54_022988-T1	PF13246
HAX54_022991-T1	PF00036
HAX54_022992-T1	PF00069
HAX54_022993-T1	PF04873
HAX54_022994-T1	PF04427
HAX54_022997-T1	PF00004
HAX54_022997-T1	PF17862
HAX54_022998-T1	PF01535
HAX54_022998-T1	PF13041
HAX54_022998-T1	PF14432
HAX54_022999-T1	PF03169
HAX54_023000-T1	PF00759
HAX54_023000-T1	PF09478
HAX54_023001-T1	PF14360
HAX54_023002-T1	PF07714
HAX54_023003-T1	PF00091
HAX54_023004-T1	PF04832
HAX54_023005-T1	PF10250
HAX54_023006-T1	PF04632
HAX54_023008-T1	PF13517
HAX54_023009-T1	PF06127
HAX54_023010-T1	PF05340
HAX54_023011-T1	PF05340
HAX54_023014-T1	PF00394
HAX54_023014-T1	PF07731
HAX54_023014-T1	PF07732
HAX54_023015-T1	PF00534
HAX54_023015-T1	PF13439
HAX54_023017-T1	PF00560
HAX54_023017-T1	PF08263
HAX54_023018-T1	PF13920
HAX54_023019-T1	PF01255
HAX54_023020-T1	PF10294
HAX54_023021-T1	PF13472
HAX54_023022-T1	PF13472
HAX54_023023-T1	PF00628
HAX54_023023-T1	PF12165
HAX54_023024-T1	PF03171
HAX54_023024-T1	PF14226
HAX54_023025-T1	PF00069
HAX54_023025-T1	PF13499
HAX54_023026-T1	PF00441
HAX54_023026-T1	PF02770
HAX54_023026-T1	PF02771
HAX54_023027-T1	PF14144
HAX54_023029-T1	PF00153
HAX54_023033-T1	PF00201
HAX54_023038-T1	PF03114
HAX54_023038-T1	PF14604
HAX54_023041-T1	PF02847
HAX54_023041-T1	PF02854
HAX54_023045-T1	PF05911
HAX54_023049-T1	PF00407
HAX54_023057-T1	PF02182
HAX54_023059-T1	PF13839
HAX54_023065-T1	PF00023
HAX54_023065-T1	PF12796
HAX54_023066-T1	PF00174
HAX54_023066-T1	PF03404
HAX54_023067-T1	PF00646
HAX54_023067-T1	PF07734
HAX54_023068-T1	PF00646
HAX54_023068-T1	PF07734
HAX54_023069-T1	PF00560
HAX54_023069-T1	PF08263
HAX54_023070-T1	PF05653
HAX54_023072-T1	PF05617
HAX54_023073-T1	PF01717
HAX54_023073-T1	PF08267
HAX54_023075-T1	PF03637
HAX54_023076-T1	PF04819
HAX54_023077-T1	PF03343
HAX54_023081-T1	PF02149
HAX54_023082-T1	PF00847
HAX54_023086-T1	PF07889
HAX54_023087-T1	PF07889
HAX54_023089-T1	PF09253
HAX54_023093-T1	PF00072
HAX54_023093-T1	PF00512
HAX54_023093-T1	PF01590
HAX54_023094-T1	PF03479
HAX54_023096-T1	PF05003
HAX54_023096-T1	PF11961
HAX54_023098-T1	PF00022
HAX54_023099-T1	PF05514
HAX54_023100-T1	PF03171
HAX54_023101-T1	PF03171
HAX54_023102-T1	PF03171
HAX54_023102-T1	PF14226
HAX54_023103-T1	PF03171
HAX54_023104-T1	PF14226
HAX54_023106-T1	PF03171
HAX54_023106-T1	PF14226
HAX54_023107-T1	PF14226
HAX54_023115-T1	PF13639
HAX54_023116-T1	PF04258
HAX54_023117-T1	PF00394
HAX54_023117-T1	PF07731
HAX54_023118-T1	PF01399
HAX54_023119-T1	PF08847
HAX54_023120-T1	PF00743
HAX54_023127-T1	PF12061
HAX54_023135-T1	PF14299
HAX54_023140-T1	PF12842
HAX54_023140-T1	PF16415
HAX54_023140-T1	PF16417
HAX54_023140-T1	PF16418
HAX54_023146-T1	PF08613
HAX54_023147-T1	PF01357
HAX54_023147-T1	PF03330
HAX54_023148-T1	PF01357
HAX54_023148-T1	PF03330
HAX54_023149-T1	PF13912
HAX54_023150-T1	PF00085
HAX54_023154-T1	PF03360
HAX54_023157-T1	PF13456
HAX54_023158-T1	PF00646
HAX54_023163-T1	PF00248
HAX54_023164-T1	PF07926
HAX54_023165-T1	PF03441
HAX54_023170-T1	PF05699
HAX54_023175-T1	PF02037
HAX54_023179-T1	PF00141
HAX54_023189-T1	PF12609
HAX54_023192-T1	PF01476
HAX54_023193-T1	PF02847
HAX54_023196-T1	PF00031
HAX54_023196-T1	PF00230
HAX54_023196-T1	PF16845
HAX54_023197-T1	PF00581
HAX54_023198-T1	PF00067
HAX54_023199-T1	PF02771
HAX54_023206-T1	PF00319
HAX54_023210-T1	PF00137
HAX54_023220-T1	PF01541
HAX54_023230-T1	PF12056
HAX54_023239-T1	PF01501
HAX54_023240-T1	PF00149
HAX54_023245-T1	PF00847
HAX54_023246-T1	PF13646
HAX54_023246-T1	PF18808
HAX54_023249-T1	PF04981
HAX54_023250-T1	PF13646
HAX54_023250-T1	PF18808
HAX54_023252-T1	PF01408
HAX54_023253-T1	PF03360
HAX54_023254-T1	PF01535
HAX54_023254-T1	PF13041
HAX54_023254-T1	PF14432
HAX54_023255-T1	PF01657
HAX54_023255-T1	PF07714
HAX54_023256-T1	PF01657
HAX54_023256-T1	PF07714
HAX54_023259-T1	PF02990
HAX54_023260-T1	PF00282
HAX54_023261-T1	PF00180
HAX54_023262-T1	PF00180
HAX54_023264-T1	PF00046
HAX54_023264-T1	PF01852
HAX54_023265-T1	PF01704
HAX54_023266-T1	PF00400
HAX54_023266-T1	PF13923
HAX54_023267-T1	PF01786
HAX54_023268-T1	PF12056
HAX54_023269-T1	PF00234
HAX54_023270-T1	PF05627
HAX54_023271-T1	PF00350
HAX54_023271-T1	PF13499
HAX54_023271-T1	PF13561
HAX54_023271-T1	PF16880
HAX54_023271-T1	PF18150
HAX54_023272-T1	PF00332
HAX54_023272-T1	PF07983
HAX54_023273-T1	PF07714
HAX54_023286-T1	PF00141
HAX54_023293-T1	PF00134
HAX54_023301-T1	PF13947
HAX54_023301-T1	PF14380
HAX54_023302-T1	PF14380
HAX54_023303-T1	PF13947
HAX54_023303-T1	PF14380
HAX54_023304-T1	PF13947
HAX54_023305-T1	PF13639
HAX54_023306-T1	PF07896
HAX54_023307-T1	PF00310
HAX54_023307-T1	PF01493
HAX54_023307-T1	PF01645
HAX54_023307-T1	PF04898
HAX54_023307-T1	PF07992
HAX54_023307-T1	PF14691
HAX54_023309-T1	PF04178
HAX54_023310-T1	PF12108
HAX54_023311-T1	PF11931
HAX54_023311-T1	PF13297
HAX54_023312-T1	PF04755
HAX54_023313-T1	PF00856
HAX54_023313-T1	PF13832
HAX54_023314-T1	PF00628
HAX54_023314-T1	PF00855
HAX54_023315-T1	PF06203
HAX54_023316-T1	PF04969
HAX54_023324-T1	PF16113
HAX54_023326-T1	PF16113
HAX54_023330-T1	PF00481
HAX54_023343-T1	PF01388
HAX54_023345-T1	PF00403
HAX54_023347-T1	PF00808
HAX54_023348-T1	PF14541
HAX54_023348-T1	PF14543
HAX54_023349-T1	PF04573
HAX54_023350-T1	PF00011
HAX54_023351-T1	PF01699
HAX54_023353-T1	PF00651
HAX54_023353-T1	PF03000
HAX54_023354-T1	PF00097
HAX54_023355-T1	PF00288
HAX54_023355-T1	PF08544
HAX54_023356-T1	PF13561
HAX54_023358-T1	PF00587
HAX54_023358-T1	PF02403
HAX54_023361-T1	PF00153
HAX54_023362-T1	PF00071
HAX54_023362-T1	PF08355
HAX54_023362-T1	PF08356
HAX54_023363-T1	PF00646
HAX54_023363-T1	PF07734
HAX54_023364-T1	PF08613
HAX54_023365-T1	PF01095
HAX54_023365-T1	PF04043
HAX54_023367-T1	PF01501
HAX54_023368-T1	PF01501
HAX54_023369-T1	PF00069
HAX54_023370-T1	PF00225
HAX54_023371-T1	PF09353
HAX54_023372-T1	PF00560
HAX54_023372-T1	PF08263
HAX54_023372-T1	PF13516
HAX54_023372-T1	PF13855
HAX54_023373-T1	PF00657
HAX54_023374-T1	PF00703
HAX54_023374-T1	PF02836
HAX54_023374-T1	PF17786
HAX54_023374-T1	PF18368
HAX54_023375-T1	PF00501
HAX54_023375-T1	PF13193
HAX54_023376-T1	PF00557
HAX54_023376-T1	PF01321
HAX54_023376-T1	PF16188
HAX54_023376-T1	PF16189
HAX54_023377-T1	PF12697
HAX54_023378-T1	PF00646
HAX54_023378-T1	PF01476
HAX54_023380-T1	PF00305
HAX54_023380-T1	PF01477
HAX54_023381-T1	PF00305
HAX54_023382-T1	PF00305
HAX54_023382-T1	PF01477
HAX54_023384-T1	PF04845
HAX54_023385-T1	PF10225
HAX54_023386-T1	PF10225
HAX54_023387-T1	PF13456
HAX54_023389-T1	PF01535
HAX54_023389-T1	PF13041
HAX54_023392-T1	PF00010
HAX54_023393-T1	PF00931
HAX54_023394-T1	PF00931
HAX54_023394-T1	PF18052
HAX54_023395-T1	PF00076
HAX54_023397-T1	PF05965
HAX54_023398-T1	PF04852
HAX54_023402-T1	PF02373
HAX54_023402-T1	PF02928
HAX54_023402-T1	PF05964
HAX54_023402-T1	PF05965
HAX54_023403-T1	PF01212
HAX54_023411-T1	PF00931
HAX54_023413-T1	PF03789
HAX54_023413-T1	PF05920
HAX54_023423-T1	PF00251
HAX54_023423-T1	PF08244
HAX54_023424-T1	PF00560
HAX54_023424-T1	PF13516
HAX54_023425-T1	PF00515
HAX54_023426-T1	PF08263
HAX54_023427-T1	PF00076
HAX54_023428-T1	PF00168
HAX54_023428-T1	PF08372
HAX54_023429-T1	PF00300
HAX54_023430-T1	PF00069
HAX54_023434-T1	PF00063
HAX54_023435-T1	PF14249
HAX54_023436-T1	PF13091
HAX54_023437-T1	PF07816
HAX54_023438-T1	PF05212
HAX54_023441-T1	PF17781
HAX54_023442-T1	PF01851
HAX54_023442-T1	PF17781
HAX54_023442-T1	PF18051
HAX54_023444-T1	PF00270
HAX54_023444-T1	PF00271
HAX54_023446-T1	PF00155
HAX54_023447-T1	PF13041
HAX54_023448-T1	PF13833
HAX54_023449-T1	PF00646
HAX54_023449-T1	PF08387
HAX54_023450-T1	PF06888
HAX54_023450-T1	PF13456
HAX54_023457-T1	PF01476
HAX54_023458-T1	PF07714
HAX54_023459-T1	PF07714
HAX54_023465-T1	PF05919
HAX54_023469-T1	PF05383
HAX54_023470-T1	PF12796
HAX54_023474-T1	PF09496
HAX54_023475-T1	PF01373
HAX54_023476-T1	PF03908
HAX54_023477-T1	PF07714
HAX54_023478-T1	PF00176
HAX54_023482-T1	PF01357
HAX54_023482-T1	PF03330
HAX54_023483-T1	PF00773
HAX54_023484-T1	PF01694
HAX54_023489-T1	PF03639
HAX54_023489-T1	PF17652
HAX54_023490-T1	PF00931
HAX54_023497-T1	PF00566
HAX54_023497-T1	PF12068
HAX54_023498-T1	PF03151
HAX54_023499-T1	PF07714
HAX54_023500-T1	PF05684
HAX54_023502-T1	PF13499
HAX54_023504-T1	PF00153
HAX54_023506-T1	PF00153
HAX54_023507-T1	PF00956
HAX54_023509-T1	PF18052
HAX54_023510-T1	PF00931
HAX54_023515-T1	PF01603
HAX54_023516-T1	PF03097
HAX54_023517-T1	PF00759
HAX54_023517-T1	PF07911
HAX54_023518-T1	PF05368
HAX54_023519-T1	PF05368
HAX54_023520-T1	PF00249
HAX54_023520-T1	PF14379
HAX54_023521-T1	PF01397
HAX54_023521-T1	PF03936
HAX54_023522-T1	PF07690
HAX54_023535-T1	PF03372
HAX54_023536-T1	PF03283
HAX54_023537-T1	PF03283
HAX54_023538-T1	PF03016
HAX54_023539-T1	PF00098
HAX54_023553-T1	PF04564
HAX54_023553-T1	PF07714
HAX54_023554-T1	PF00860
HAX54_023558-T1	PF07093
HAX54_023559-T1	PF00857
HAX54_023560-T1	PF07765
HAX54_023565-T1	PF17244
HAX54_023565-T1	PF17245
HAX54_023566-T1	PF17246
HAX54_023570-T1	PF03106
HAX54_023571-T1	PF00179
HAX54_023579-T1	PF02537
HAX54_023587-T1	PF14381
HAX54_023589-T1	PF07714
HAX54_023592-T1	PF07714
HAX54_023605-T1	PF00394
HAX54_023605-T1	PF07731
HAX54_023605-T1	PF07732
