#seq_name	length	cov.	circ.	repeat	mult.	graph_path
contig_7671	10381	4	-	+	1	7671
contig_7672	3415	9	-	+	2	7672
contig_7673	7951	3	-	-	1	*,7673,*
contig_7675	1210	11	-	+	2	7675
contig_7676	88383	3	-	-	1	*,7676,*
contig_7677	16364	5	-	-	1	7677,8826,6139,11578
contig_7678	22077	4	-	-	1	*,-13377,7678,*
contig_7679	2939	14	-	+	2	7679
contig_7680	21242	4	-	-	1	7680,10299
contig_7681	64544	3	-	-	1	*,7681
contig_7682	25623	3	-	-	1	6374,4177,4177,-6400,6656,6656,6656,7584,1458,7682
contig_7683	78768	4	-	-	1	7172,7683,-5716
contig_7684	134460	5	-	-	1	*,7684,*
contig_7685	187935	4	-	-	1	*,7685,*
contig_7686	3636	4	-	+	1	7686
contig_7687	273063	7	-	-	1	*,7687
contig_7688	781	13	-	+	2	7688
contig_7689	3477	6	-	+	1	7689
contig_7690	7272	4	-	-	1	*,7690,*
contig_7691	1389	23	-	+	4	7691
contig_7693	122944	4	-	-	1	*,-3657,7693,*
contig_7694	14442	5	-	+	1	7694
contig_7695	791	3	-	+	1	7695
contig_7698	84574	4	-	-	1	7698,*
contig_7699	2348	4	-	+	1	7699
contig_7700	1671	7	-	+	1	7700
contig_7701	25872	7	-	-	1	-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,7701,-2568,12822,12822,12822,12822,12822,12822,12822,12822,12822
contig_7704	68402	6	-	-	1	*,7704
contig_7707	79040	6	-	-	1	*,7707,*
contig_7708	585	7	-	+	1	7708
contig_7710	5608	16	-	+	3	7710
contig_7711	84475	4	-	-	1	-14279,7711,-10520,*
contig_7712	40492	3	-	-	1	-8601,8452,7712,-6190
contig_7713	26457	6	-	-	1	*,7713,6577,6577
contig_7714	15047	5	-	-	1	11725,7714,*
contig_7715	4135	7	-	+	1	7715
contig_7716	5602	10	-	+	2	7716
contig_7718	42078	4	-	-	1	-6448,14063,7718,*
contig_7719	91567	4	-	-	1	*,7719,-11774
contig_7720	3147	5	-	+	1	7720
contig_7721	70242	3	-	-	1	9592,1888,-10383,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,2100,-9484,12494,11332,12494,9592,7721
contig_7722	85837	5	-	-	1	*,7722,*
contig_7726	91771	3	-	-	1	*,7726,-11791,-7654,5900,6234
contig_7727	2177	6	-	+	1	7727
contig_7728	81334	4	-	-	1	7728,*
contig_7729	58630	3	-	-	1	7729
contig_7730	318671	5	-	-	1	*,7730,*
contig_7731	71947	7	-	-	1	7731,8467
contig_7732	17241	6	-	-	1	7732
contig_7733	67096	9	-	+	2	7733
contig_7734	1397	21	-	+	4	7734
contig_7735	13327	4	-	+	1	*,7735
contig_7736	2347	6	-	+	1	7736
contig_7737	82205	4	-	-	1	-6509,-7418,-7418,-7267,7737,*
contig_7738	60120	2	-	-	1	*,7738,11559
contig_7739	1300	32	-	+	5	7739
contig_7740	46767	3	-	-	1	7740
contig_7741	35050	4	-	-	1	7741
contig_7742	53372	4	-	-	1	13751,6656,6656,6656,6656,6656,6656,7742
contig_7743	15515	3	-	-	1	7743
contig_7744	4830	5	-	+	1	7744
contig_7746	233030	5	-	-	1	*,7746,*
contig_7747	61174	3	-	-	1	*,7747,*
contig_7748	4653	8	-	+	1	7748
contig_7749	4441	9	-	+	2	7749
contig_7751	47032	6	-	-	1	*,7751,*
contig_7752	5263	3	-	-	1	*,7752,*
contig_7754	27202	4	-	-	1	7754,*
contig_7756	30929	4	-	-	1	-7418,-7418,-7418,7756
contig_7757	6464	3	-	-	1	*,7757,*
contig_7759	4205	3	-	+	1	7759
contig_7760	16641	4	-	-	1	6848,3698,5450,-11032,-4656,6848,6848,7760
contig_7761	28395	3	-	-	1	7761,9276
contig_7762	50797	4	-	-	1	-3931,7762,-10202,*
contig_7763	27074	5	-	-	1	*,7763,13099
contig_7765	28537	3	-	-	1	7765,*
contig_7766	177172	6	-	-	1	7766,*
contig_7768	1336	7	-	+	1	7768
contig_7769	1488	8	-	+	1	7769
contig_7770	62624	4	-	-	1	*,7770
contig_7771	5083	6	-	+	1	7771
contig_7772	9857	6	-	-	1	*,7772,*
contig_7773	20783	5	-	-	1	9273,7773,*
contig_7774	50259	4	-	-	1	7774,*
contig_7775	1384	10	-	+	2	7775
contig_7776	44880	5	-	-	1	*,7776,*
contig_7779	28305	3	-	-	1	7779
contig_7780	7028	0	-	+	1	7780
contig_7784	70189	7	-	-	1	*,-2226,7784,-7371,5049,11152
contig_7787	1904	4	-	+	1	7787
contig_7788	74807	3	-	-	1	7788,*
contig_7789	4056	5	-	+	1	7789
contig_7792	512	6	-	+	1	7792
contig_7794	12938	6	-	-	1	7794,*
contig_7796	54287	3	-	-	1	6656,6656,6656,6656,6656,6656,6656,6656,7796,6577,6577,6577,6577,6577,6577,6577
contig_7797	90937	4	-	-	1	*,7797,*
contig_7798	2677	4	-	+	1	7798
contig_7799	11794	4	-	+	1	7799
contig_7800	70524	3	-	-	1	10801,7800
contig_7801	22908	4	-	-	1	2335,2335,2335,-7010,-7010,-12085,8845,7801
contig_7802	1108	4	-	+	1	7802
contig_7803	3718	5	-	-	1	*,7803,*
contig_7804	30591	4	-	-	1	11416,7804,-11972
contig_7805	7769	3	-	-	1	*,7805,*
contig_7806	642	4	-	+	1	7806
contig_7807	143152	5	-	-	1	*,7807,*
contig_7808	10434	2	-	+	1	*,7808,*
contig_7809	4647	5	-	+	1	7809
contig_7810	1119	4	-	+	1	7810
contig_7811	4966	3	-	+	1	7811
contig_7813	6422	7	-	+	1	7813
contig_7814	3729	4	-	+	1	7814
contig_7815	32519	5	-	-	1	7815,-4141,9768,*
contig_7819	606	20	-	+	3	7819
contig_7824	163084	5	-	-	1	*,7824,-12105
contig_7825	4655	5	-	+	1	7825
contig_7826	4277	4	-	+	1	7826
contig_7828	2360	52	-	+	9	7828
contig_7829	51748	3	-	-	1	7829
contig_7830	10971	4	-	+	1	7830
contig_7833	38021	8	-	-	1	8884,7833,7266
contig_7834	4565	5	-	+	1	7834
contig_7835	2274	7	-	+	1	7835
contig_7836	139127	4	-	-	1	5322,7836,2567
contig_7838	53608	5	-	-	1	*,7838,*
contig_7839	7668	3	-	-	1	*,7839,*
contig_7841	23769	3	-	-	1	7841,*
contig_7842	1188	10	-	+	2	7842
contig_7844	3545	13	-	+	2	7844
contig_7845	4371	3	-	+	1	7845
contig_7846	33590	4	-	-	1	*,7846
contig_7847	1630	10	-	+	2	7847
contig_7848	86560	5	-	-	1	*,7848,10633
contig_7849	80553	4	-	-	1	7849,-7977
contig_7850	7393	6	-	+	1	7850
contig_7851	48714	4	-	-	1	*,7851
contig_7852	106747	4	-	-	1	5884,7852,5439,-12569,6416,15046,-5833,-12631
contig_7853	27502	5	-	-	1	-10262,7853,*
contig_7854	9623	5	-	-	1	*,7854,*
contig_7856	97723	3	-	-	1	-5646,7856,-5736
contig_7860	5687	7	-	+	1	7860
contig_7862	59507	4	-	-	1	7862
contig_7863	3862	4	-	+	1	7863
contig_7864	3151	6	-	+	1	7864
contig_7865	4642	3	-	+	1	7865
contig_7866	128577	5	-	-	1	7866,*
contig_7867	119919	3	-	-	1	*,7867,-14094
contig_7868	11978	3	-	-	1	7187,7868
contig_7869	92874	7	-	-	1	-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,7869,-4226,*
contig_7870	1425	69	-	+	12	7870
contig_7871	4638	11	-	+	2	7871
contig_7872	83544	4	-	-	1	*,7872
contig_7873	98527	5	-	-	1	11420,-1663,-7234,-7234,-7234,13653,13653,13653,13653,13653,-14776,-6350,-13849,-604,6641,7873,-7674,-9221,-8357
contig_7875	754	6	-	+	1	7875
contig_7876	51223	5	-	-	1	-6559,7876,*
contig_7877	45713	7	-	-	1	7633,7877,7450
contig_7879	1403	13	-	+	2	7879
contig_7880	28073	4	-	-	1	-5796,8149,-9242,7880
contig_7881	655	3	-	+	1	7881
contig_7883	8816	4	-	+	1	7883
contig_7884	4354	5	-	+	1	7884
contig_7885	63432	3	-	-	1	7885,*
contig_7887	62337	3	-	-	1	7887,*
contig_7888	1048	7	-	+	1	7888
contig_7889	77298	5	-	-	1	7889,-1277
contig_7890	24962	5	-	+	1	7890,*
contig_7891	10084	3	-	+	1	7891
contig_7892	20212	5	-	-	1	*,7892,*
contig_7893	22295	4	-	-	1	*,7893
contig_7894	13591	3	-	-	1	7894
contig_7895	2512	3	-	+	1	7895
contig_7898	10750	4	-	+	1	*,7898
contig_7900	60493	5	-	-	1	-8640,-14322,7900,6689
contig_7901	1386	20	-	+	3	7901
contig_7902	2105	7	-	+	1	7902
contig_7903	514	13	-	+	2	7903
contig_7904	1535	15	-	+	3	7904
contig_7905	45290	5	-	-	1	7905,10680,-13796,2693,10415,3268,-10759
contig_7906	616	3	-	+	1	7906
contig_7907	127383	4	-	-	1	*,7907,13977
contig_7908	44990	4	-	-	1	7908
contig_7910	70521	5	-	-	1	9212,7910,-12806,*
contig_7911	3949	21	-	+	4	7911
contig_7912	73720	6	-	-	1	7912,*
contig_7914	13074	4	-	-	1	7914
contig_7916	67228	4	-	-	1	*,7916,*
contig_7918	36555	3	-	-	1	*,7918
contig_7919	4424	4	-	-	1	*,7919,*
contig_7920	11006	4	-	-	1	7920,*
contig_7921	337422	6	-	-	1	*,7921,9998,-11452
contig_7922	22321	4	-	+	1	7922
contig_7923	20261	4	-	-	1	*,7923
contig_7924	71163	4	-	-	1	*,7924,*
contig_7925	4873	7	-	+	1	7925
contig_7926	72573	3	-	-	1	*,7926,-8992,-8795
contig_7927	78426	3	-	-	1	-6352,7927,*
contig_7928	105379	4	-	-	1	*,7928,-10580
contig_7930	4731	3	-	+	1	7930
contig_7931	42997	3	-	-	1	*,6132,7931
contig_7932	644	4	-	+	1	7932
contig_7933	113898	4	-	-	1	7933,-6862,*
contig_7934	9594	3	-	-	1	7934
contig_7935	568	35	-	+	6	7935
contig_7937	1170	17	-	+	3	7937
contig_7938	169268	4	-	-	1	7938,11343,11343,11343,11343,11343,11343,11343,11343,11343,11343,11343,6495
contig_7939	57153	4	-	-	1	*,7939,9366
contig_7940	47678	3	-	-	1	*,7940,*
contig_7941	76967	3	-	-	1	*,7941,-7981
contig_7942	859	7	-	+	1	7942
contig_7945	3512	5	-	+	1	7945
contig_7946	20987	4	-	-	1	-10518,7946
contig_7947	23025	3	-	+	1	7947
contig_7949	20226	5	-	+	1	7949
contig_7950	132756	5	-	-	1	*,7950,*
contig_7951	55930	5	-	-	1	7951
contig_7952	34821	3	-	-	1	7952,*
contig_7953	690	3	-	+	1	7953
contig_7954	59553	4	-	-	1	*,7954,7878
contig_7955	129425	5	-	-	1	-4014,13387,7955
contig_7958	49220	5	-	-	1	*,7958,*
contig_7960	1470	19	-	+	3	*,7960
contig_7961	24667	4	-	-	1	7961,13459
contig_7962	154863	5	-	-	1	*,7962,*
contig_7963	8613	4	-	+	1	*,7963,*
contig_7964	342308	5	-	-	1	*,7964,*
contig_7965	79537	3	-	-	1	*,7965,-4722,11139,*
contig_7966	91136	4	-	-	1	-13798,-10019,7340,7966,-7654
contig_7967	8976	7	-	-	1	-275,7967
contig_7968	4645	3	-	+	1	7968
contig_7969	62068	3	-	-	1	*,7969,*
contig_7970	1975	6	-	+	1	7970
contig_7971	29365	4	-	-	1	-15080,7971
contig_7972	2630	10	-	+	2	7972
contig_7975	63877	3	-	-	1	-12836,-11578,-6139,-8826,-8331,7975,*
contig_7976	28461	4	-	-	1	-7007,7976,-14030,-6397
contig_7978	134553	4	-	-	1	7978
contig_7979	6943	8	-	-	1	*,7979,*
contig_7982	9556	4	-	-	1	*,7982,*
contig_7983	1945	7	-	+	1	7983
contig_7985	4533	3	-	+	1	7985
contig_7987	95104	3	-	-	1	*,7987
contig_7988	77974	4	-	-	1	*,7988,*
contig_7989	4294	7	-	+	1	7989
contig_7990	2224	16	-	+	3	7990
contig_7991	23309	3	-	+	1	7991
contig_7992	170033	4	-	-	1	*,7992,-11375,6607,-12399,6668,2283
contig_7993	23402	3	-	-	1	7993,*
contig_7994	13979	4	-	+	1	7994,*
contig_7995	104944	6	-	-	1	7995
contig_7996	45873	3	-	-	1	7996,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049,10049
contig_7997	21307	4	-	+	1	7997
contig_7998	5579	3	-	-	1	*,7998,*
contig_7999	4730	5	-	+	1	7999
contig_8000	33691	4	-	-	1	*,8000,7019,7019,7019,7019,7019,7019,-8728,7019,7019
contig_8001	1001	7	-	+	1	8001
contig_8004	20549	5	-	+	1	8004
contig_8005	49331	3	-	-	1	5870,8005,-11685
contig_8006	6639	6	-	+	1	8006
contig_8007	37710	6	-	-	1	964,-9265,8007,6577,6577,6577,6577,6577,6577,6577,3350
contig_8009	40631	4	-	-	1	*,8009
contig_8010	102609	4	-	-	1	*,8010,*
contig_8012	1140	5	-	+	1	8012
contig_8013	14912	8	-	+	1	8013
contig_8014	7861	9	-	+	2	8014
contig_8017	795	4	-	+	1	8017
contig_8019	1563	7	-	+	1	8019
contig_8020	2596	6	-	+	1	8020
contig_8021	75676	4	-	-	1	8021,*
contig_8023	177026	5	-	-	1	*,8023,*
contig_8025	43155	3	-	-	1	-11343,-11343,-11343,-11343,11566,-11343,8025,*
contig_8027	2696	8	-	+	1	8027
contig_8029	65520	8	-	-	1	*,8029,*
contig_8030	15046	3	-	-	1	8030,-6656,-6656,-6656,-6656,-6656,-6656,-6656,-6656
contig_8031	140771	4	-	-	1	*,8031,*
contig_8032	41389	6	-	-	1	*,8032,*
contig_8034	59225	5	-	-	1	*,8034
contig_8037	10634	5	-	+	1	8037
contig_8039	1076	40	-	+	7	8039
contig_8040	127804	4	-	-	1	*,-7790,-13226,6388,8040,-8026
contig_8041	107399	3	-	-	1	7702,9221,7674,-13071,2038,-13428,8357,9221,7674,8041,*
contig_8043	51243	4	-	-	1	8043,*
contig_8044	3336	5	-	+	1	8044
contig_8046	2779	20	-	+	3	8046
contig_8047	71331	5	-	-	1	8047
contig_8049	37810	5	-	-	1	8049
contig_8050	3125	4	-	+	1	8050
contig_8051	49445	4	-	-	1	8051,*
contig_8053	73025	3	-	-	1	*,8053,*
contig_8054	52971	4	-	-	1	8846,8054,*
contig_8055	518	3	-	+	1	8055
contig_8056	1091	3	-	+	1	8056
contig_8057	2744	6	-	+	1	8057
contig_8059	14830	4	-	-	1	*,8059
contig_8060	145366	5	-	-	1	*,8060,*
contig_8061	199398	6	-	-	1	*,8061,*
contig_8063	33347	3	-	-	1	8063,-8508
contig_8064	21564	4	-	+	1	8064
contig_8065	27264	3	-	-	1	4737,8065,-11972
contig_8066	54459	3	-	-	1	-15125,8066,*
contig_8067	91251	3	-	-	1	*,8067,*
contig_8069	76498	4	-	-	1	*,8069,*
contig_8071	10641	4	-	+	1	8071
contig_8073	91430	4	-	-	1	*,8073,*
contig_8075	788	11	-	+	2	8075
contig_8076	44600	4	-	-	1	*,8076
contig_8077	38892	5	-	-	1	*,8077,*
contig_8078	4463	5	-	+	1	8078
contig_8079	32253	7	-	-	1	8079,-8925,7980
contig_8080	69036	6	-	-	1	8080,-13129
contig_8082	41300	3	-	-	1	*,8082,*
contig_8083	28389	4	-	+	1	8083,*
contig_8085	102458	4	-	-	1	8085
contig_8087	19927	5	-	+	1	8087
contig_8088	4322	4	-	-	1	*,8088,*
contig_8089	2377	5	-	+	1	8089
contig_8090	935	37	-	+	6	8090
contig_8091	205562	4	-	-	1	*,8091,*
contig_8092	142643	4	-	-	1	*,12141,8092,-13088
contig_8093	213614	5	-	-	1	*,8093,*
contig_8094	45521	4	-	-	1	8094
contig_8096	102692	4	-	-	1	-11152,8096
contig_8097	60503	5	-	-	1	-5805,8097,*
contig_8098	46073	3	-	-	1	*,8098,*
contig_8099	50634	3	-	-	1	*,-11106,8099
contig_8101	20685	3	-	+	1	*,8101
contig_8103	1729	6	-	+	1	8103
contig_8104	95140	7	-	-	1	8104
contig_8105	1872	4	-	+	1	8105
contig_8106	61691	4	-	-	1	8106,*
contig_8108	17646	7	-	+	1	8108
contig_8109	4876	3	-	+	1	8109
contig_8110	21695	4	-	-	1	8110
contig_8112	104205	4	-	-	1	*,8112,*
contig_8113	36515	6	-	-	1	*,8113,-2750
contig_8115	109779	4	-	-	1	*,8115,*
contig_8116	12599	5	-	+	1	8116,*
contig_8118	125589	5	-	-	1	7471,8118,4427
contig_8119	32371	3	-	-	1	8119
contig_8120	611	3	-	+	1	8120
contig_8121	59001	6	-	-	1	-12206,8121,7019,7019,7019,7019,7019,7019,-8728
contig_8122	84701	4	-	-	1	*,3205,-3206,8122
contig_8123	25294	3	-	-	1	*,8123,*
contig_8124	1491	4	-	+	1	8124
contig_8126	7180	4	-	+	1	8126
contig_8127	2396	3	-	+	1	8127
contig_8128	588	13	-	+	2	8128
contig_8130	18119	5	-	+	1	8130
contig_8132	77314	3	-	-	1	*,8132,*
contig_8134	83348	3	-	-	1	8134,*
contig_8135	4227	11	-	+	2	8135
contig_8136	67993	4	-	-	1	*,8136,*
contig_8137	39883	3	-	+	1	8137,*
contig_8138	6651	8	-	+	1	8138
contig_8139	27266	3	-	-	1	8139
contig_8140	5454	5	-	+	1	8140
contig_8141	117607	3	-	-	1	-2477,11605,7103,8141,*
contig_8142	1334	4	-	+	1	8142
contig_8143	1492	12	-	+	2	8143
contig_8145	40515	4	-	-	1	12618,8145
contig_8146	1908	8	-	+	1	8146
contig_8150	49478	4	-	-	1	8150,-6956
contig_8151	887235	6	-	-	1	*,8151,*
contig_8152	3244	3	-	+	1	8152
contig_8153	98845	4	-	-	1	*,8153,-7578,6803
contig_8154	10807	3	-	-	1	8154
contig_8155	13458	5	-	-	1	8155,-6092
contig_8157	42999	3	-	-	1	8157,-8534
contig_8160	12935	3	-	+	1	8160
contig_8161	1659	4	-	+	1	8161
contig_8162	2560	3	-	-	1	*,8162,*
contig_8163	3301	4	-	+	1	8163
contig_8165	47114	3	-	-	1	8165
contig_8166	6923	5	-	+	1	8166
contig_8167	30805	4	-	-	1	8167
contig_8168	45081	3	-	-	1	8168,-11890,8211
contig_8169	14075	41	-	+	7	8169
contig_8170	754	5	-	+	1	8170
contig_8171	2056	3	-	+	1	8171
contig_8172	107706	7	-	-	1	*,8172,*
contig_8173	66515	3	-	-	1	*,10285,8173
contig_8174	11211	3	-	-	1	8174
contig_8176	22815	5	-	+	1	8176
contig_8177	40485	6	-	-	1	*,8177,-7674,-9221,-8357,13428,-2038,13071
contig_8178	1170	6	-	+	1	8178
contig_8179	12620	4	-	-	1	-6448,14063,8179
contig_8180	7704	4	-	-	1	8180,-12105,-6245
contig_8181	82580	4	-	-	1	*,8181
contig_8183	40079	3	-	-	1	10524,-14563,11911,11911,8183
contig_8184	82393	3	-	-	1	*,8184,-2559,*
contig_8185	817	6	-	+	1	8185
contig_8186	82796	4	-	-	1	*,8186
contig_8187	60815	4	-	-	1	-11537,-11537,-6448,14063,8187,-13088
contig_8188	3033	6	-	-	1	*,8188,*
contig_8189	514	20	-	+	3	8189
contig_8190	77543	5	-	-	1	8190,13629,6606,10528
contig_8191	33978	5	-	-	1	-7660,8191
contig_8192	57199	3	-	-	1	*,8192,15126
contig_8194	36842	3	-	-	1	*,-3834,8194,15083,8086,8086,-3264,15083
contig_8195	1021	3	-	+	1	8195
contig_8196	30193	5	-	+	1	8196
contig_8197	1005	3	-	-	1	*,8197,*
contig_8198	32170	6	-	-	1	-12303,-11907,8198
contig_8200	96546	3	-	-	1	*,8200,-580,*
contig_8201	45800	9	-	+	2	*,8201
contig_8202	1414	13	-	+	2	8202
contig_8203	8622	4	-	+	1	8203
contig_8205	36945	3	-	-	1	-13691,-10341,8205,*
contig_8206	35267	7	-	-	1	-9176,-11436,-12660,8206,12864,13534,-1994
contig_8207	22987	3	-	-	1	6171,8207,*
contig_8208	523	32	-	+	5	8208
contig_8209	27215	5	-	-	1	8209,*
contig_8210	17428	5	-	-	1	*,8210,-2229
contig_8212	87851	4	-	-	1	*,8212
contig_8215	261109	4	-	-	1	*,8215,*
contig_8216	80402	7	-	-	1	*,8216,*
contig_8218	11550	4	-	-	1	8218,*
contig_8219	24009	3	-	-	1	8219,*
contig_8220	50617	6	-	-	1	*,8220
contig_8221	129376	3	-	-	1	*,8221,-10745
contig_8222	13798	5	-	-	1	-6755,-13743,9564,-11064,8222
contig_8223	163448	6	-	-	1	-3174,8223,*
contig_8224	37296	3	-	-	1	*,8224,-11375
contig_8226	204231	4	-	-	1	*,8226,*
contig_8227	60885	4	-	-	1	*,8227,*
contig_8228	29126	5	-	+	1	8228
contig_8229	90862	4	-	-	1	11003,-8733,8229
contig_8232	493621	5	-	-	1	*,3033,3033,8232,*
contig_8233	94541	5	-	-	1	8233,-5083,12918,11487,11371,12912
contig_8236	511	3	-	+	1	8236
contig_8238	7627	3	-	-	1	*,8238,*
contig_8239	68375	3	-	-	1	*,-9027,8239,*
contig_8240	33597	6	-	-	1	*,8240,*
contig_8241	9371	5	-	-	1	*,8241,*
contig_8243	1158	8	-	+	1	8243
contig_8244	34740	6	-	-	1	*,8244,*
contig_8247	18532	3	-	+	1	8247,*
contig_8248	10156	5	-	-	1	6245,12105,13527,-6224,8248
contig_8249	52989	6	-	-	1	*,8249,11630,11010
contig_8250	67958	3	-	-	1	2785,8250
contig_8251	10451	3	-	+	1	8251
contig_8252	76227	3	-	-	1	*,8252,*
contig_8253	28443	5	-	-	1	*,8253,*
contig_8256	56143	3	-	-	1	*,8256,-4939,*
contig_8257	33640	3	-	-	1	7859,8257
contig_8258	128658	4	-	-	1	*,8258,12060
contig_8259	83538	4	-	-	1	-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,8259,*
contig_8261	49725	4	-	-	1	-7980,6343,8261,*
contig_8262	32577	5	-	-	1	3618,8262,-6092
contig_8263	73853	5	-	-	1	*,8263,-4142
contig_8264	18371	3	-	+	1	*,8264
contig_8265	17600	5	-	-	1	*,8265,*
contig_8266	79707	4	-	-	1	8266,13669
contig_8267	54864	5	-	-	1	8267
contig_8268	83409	3	-	-	1	*,8268,*
contig_8269	35264	4	-	-	1	8269,2542
contig_8270	12777	4	-	+	1	8270
contig_8273	2216	21	-	+	4	8273
contig_8274	149651	4	-	-	1	*,8274,*
contig_8275	927	3	-	+	1	8275
contig_8276	42621	4	-	-	1	8276,5244,*
contig_8277	17610	3	-	-	1	*,8277
contig_8279	66896	4	-	-	1	-8684,8279,15083,8086,8086,-3264,15083,15083,15083,15083,15083,-1872
contig_8280	563	12	-	+	2	8280
contig_8281	69475	5	-	-	1	*,8281,3145
contig_8282	33760	4	-	-	1	12500,8282,*
contig_8284	86542	6	-	-	1	*,8284,*
contig_8285	28279	4	-	-	1	8285,*
contig_8286	79646	3	-	-	1	8286,-14790,*
contig_8287	59934	4	-	-	1	8287,-11068,*
contig_8288	3415	4	-	+	1	8288
contig_8289	99117	4	-	-	1	*,8289,*
contig_8292	30278	3	-	-	1	8292,*
contig_8293	11545	4	-	-	1	-14490,8293
contig_8294	84054	3	-	-	1	*,8294
contig_8295	3079	7	-	+	1	8295
contig_8296	73988	3	-	-	1	*,8296,*
contig_8297	15332	3	-	+	1	8297
contig_8298	52471	4	-	-	1	8298
contig_8299	6699	7	-	-	1	*,8299,*
contig_8300	88687	5	-	-	1	*,8300,*
contig_8301	28826	4	-	-	1	*,8301,*
contig_8302	43481	5	-	-	1	*,8302,*
contig_8303	831	3	-	+	1	8303
contig_8304	16944	3	-	-	1	8960,8304,*
contig_8305	118056	4	-	-	1	8305,*
contig_8306	43602	5	-	-	1	*,8306,*
contig_8307	71547	3	-	-	1	*,8307,*
contig_8308	658	4	-	+	1	8308
contig_8309	6595	16	-	+	3	8309
contig_8310	48658	3	-	-	1	8310,-10796,*
contig_8311	50454	4	-	-	1	*,8311,*
contig_8314	92371	5	-	-	1	*,8314,*
contig_8316	20315	3	-	-	1	8316
contig_8317	9919	6	-	-	1	*,8317,*
contig_8318	2600	16	-	+	3	8318
contig_8319	11171	2	-	-	1	-14930,-14930,-14930,-14930,-14930,-14930,-14930,-14930,-14930,8319,13213
contig_8320	121487	4	-	-	1	6365,4331,8320,-7646,-7311,*
contig_8321	7163	4	-	-	1	*,8321,*
contig_8322	60432	4	-	-	1	*,-8271,8322,*
contig_8323	9349	3	-	+	1	8323
contig_8324	102591	5	-	-	1	*,8324,-15136
contig_8327	76018	4	-	-	1	*,8327,*
contig_8328	15130	9	-	+	2	8328
contig_8329	79342	4	-	-	1	*,-9039,8329,*
contig_8330	64258	4	-	-	1	8330,2232
contig_8332	38713	5	-	-	1	*,8332
contig_8333	25477	4	-	-	1	8333,-7371,5049,11152
contig_8334	37607	3	-	-	1	*,8334,-14938
contig_8335	85614	4	-	-	1	3413,8335,-6370,-7018,2150
contig_8336	8689	18	+	+	3	8336
contig_8338	79751	5	-	-	1	-2283,-14988,-6668,12399,7407,9252,8338
contig_8339	77590	4	-	-	1	-12971,8339,*
contig_8340	73059	3	-	-	1	*,8340
contig_8342	105689	3	-	-	1	*,8342,*
contig_8343	197619	6	-	-	1	*,8343,*
contig_8344	13987	4	-	-	1	-5428,8344
contig_8345	45114	7	-	-	1	*,8345,*
contig_8346	8121	7	-	-	1	*,8346,*
contig_8347	32820	3	-	-	1	8347,*
contig_8348	9558	3	-	-	1	*,8348,*
contig_8349	9964	8	-	-	1	*,8349,*
contig_8350	3220	4	-	+	1	8350
contig_8351	81611	4	-	-	1	*,8351,*
contig_8352	3274	9	-	+	2	8352
contig_8353	540	3	-	+	1	8353
contig_8355	18365	5	-	-	1	*,8355,-9414
contig_8356	116288	6	-	-	1	8356,10906
contig_8358	40550	3	-	-	1	7134,8358
contig_8359	85012	4	-	-	1	*,8359,14930,7331,7331,14930,14930,14930,14930,14930,14930,14930,-7014,8702
contig_8360	53557	5	-	-	1	*,8360,-7257,5522
contig_8361	59723	5	-	-	1	*,8361,*
contig_8362	91086	5	-	-	1	8362,*
contig_8363	37938	7	-	-	1	*,8363,10198,6056
contig_8364	372039	3	-	-	1	*,8364,*
contig_8365	18523	4	-	-	1	-14930,-14930,-14930,-14930,-14930,-14930,-14930,8365,*
contig_8366	87344	3	-	-	1	*,8366,6093
contig_8367	39870	4	-	-	1	*,8367,*
contig_8368	3306	10	-	+	2	8368
contig_8369	102959	3	-	-	1	8369,-8527,*
contig_8371	6729	4	-	-	1	*,8371,*
contig_8372	6552	10	-	+	2	*,8372,*
contig_8373	61655	3	-	-	1	-6577,-6577,8373,9526,10934
contig_8374	3878	5	-	+	1	8374
contig_8375	49591	4	-	-	1	-10343,8375,*
contig_8376	29130	5	-	+	1	8376
contig_8377	941	4	-	+	1	8377
contig_8379	19438	4	-	+	1	8379
contig_8380	26330	3	-	-	1	*,8380,12665
contig_8381	79480	4	-	-	1	8381
contig_8382	35815	5	-	-	1	8382,12586
contig_8384	3228	7	-	-	1	*,8384,*
contig_8386	3044	4	-	-	1	*,8386,*
contig_8387	72006	3	-	-	1	*,8387,*
contig_8388	7413	4	-	+	1	8388
contig_8389	55692	3	-	-	1	*,8389,*
contig_8390	176017	6	-	-	1	*,8390,*
contig_8391	44281	3	-	-	1	*,8391,*
contig_8392	73917	5	-	-	1	8392,*
contig_8393	118304	4	-	-	1	*,8393,*
contig_8394	1203	15	-	+	3	8394
contig_8396	112140	2	-	-	1	*,9182,8396,-8084
contig_8397	9662	9	-	+	2	*,8397,*
contig_8398	81811	7	-	-	1	*,8398,-11494
contig_8399	47181	6	-	+	1	8399
contig_8400	26145	5	-	-	1	-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,8400,*
contig_8401	18470	3	-	-	1	8401,*
contig_8402	5866	5	-	+	1	8402
